areas,bathrooms,bedrooms,r$_pmo,coord,class,class_distance
145.0,3.0,3.0,11960,"(-22.98459200000001, -43.2241076)",0.0,"[(51.38436647515063, (36.53317618049091, 37.50755575987088))]"
192.0,2.0,4.0,6500,"(-22.9651164, -43.1832339)",0.0,"[(59.59276406410721, (41.432919809403806, 44.528674572063466))]"
93.0,3.0,3.0,3000,"(-22.9757782, -43.373473)",0.0,"[(31.86128089699957, (23.725074413683508, 21.987187859234655))]"
142.0,4.0,3.0,3500,"(-22.9757782, -43.373473)",0.0,"[(31.86128089699957, (23.725074413683508, 21.987187859234655))]"
50.0,1.0,2.0,1600,"(-30.0342118, -51.2393593)",0.0,
80.0,1.0,2.0,5000,"(-22.9500463, -43.191054799999996)",0.0,"[(62.577628687320875, (44.52749473292774, 45.63727227925177))]"
120.0,1.0,3.0,5000,"(-23.014923800000002, -43.407209)",0.0,
121.0,2.0,4.0,8500,"(-22.9790043, -43.21843320000001)",0.0,"[(54.18450733487538, (38.94006778767619, 39.07806917838764))]"
88.0,3.0,3.0,2755,"(-23.0111148, -43.46874260000001)",0.0,"[(10.756370277131383, (7.478556065182845, 8.03733337711519))]"
160.0,3.0,4.0,11400,"(-22.9819833, -43.206933)",0.0,"[(52.68747704695337, (38.59622612950687, 37.13802319080811))]"
130.0,2.0,3.0,3300,"(-22.9323641, -43.1821872)",0.0,"[(66.88834241347945, (46.76246551102837, 49.70213053894221))]"
34.0,1.0,1.0,700,"(-22.8999823, -43.180119899999994)",0.0,"[(70.78793546311994, (49.8570404345523, 52.196475380115885))]"
268.0,1.0,4.0,7900,"(-23.00779745, -43.33489880000001)",0.0,"[(35.11274895063578, (24.41275773002216, 26.23681240345648))]"
88.0,,3.0,2300,"(-22.918815, -43.2578033)",0.0,"[(57.861853904568825, (40.22947400581117, 43.23531058034378))]"
170.0,1.0,3.0,300,"(-22.9373944, -43.177594)",0.0,"[(67.63828611165299, (47.79399048553634, 49.70213053894221))]"
47.0,1.0,2.0,1200,"(-22.9090942, -43.2678381)",0.0,"[(57.4910775269226, (39.88563234764184, 43.050544295812394))]"
120.0,5.0,3.0,2500,"(-23.0248278, -43.45716289999999)",0.0,"[(11.341242814238793, (8.424120625148491, 7.852567092583806))]"
73.0,2.0,2.0,4500,"(-22.9840518, -43.221537899999994)",0.0,"[(51.57433000782678, (36.7910574241179, 37.50755575987088))]"
170.0,3.0,3.0,2350,"(-22.912032, -43.226347)",0.0,"[(63.06052350108717, (44.441534318385415, 46.46872055964299))]"
60.0,1.0,2.0,3300,"(-22.9862574, -43.1922967)",0.0,"[(57.00122607356774, (40.143513591268835, 42.03432973088978))]"
113.0,1.0,2.0,6500,"(-22.9690461, -43.18946629999999)",0.0,"[(59.96826177736338, (42.20656354028479, 44.251525145266385))]"
41.0,1.0,1.0,1300,"(-22.9500463, -43.191054799999996)",0.0,"[(62.577628687320875, (44.52749473292774, 45.63727227925177))]"
90.0,3.0,3.0,4300,"(-22.9541867, -43.1827748)",0.0,"[(61.69458354354667, (42.89424685662345, 46.099187990580226))]"
70.0,2.0,1.0,2400,"(-22.9607745, -43.2028991)",0.0,"[(59.719600119183575, (41.08907815123448, 45.08297342565761))]"
81.0,2.0,3.0,1800,"(-22.932596, -43.3309426)",0.0,"[(44.51186577978015, (30.601907577070033, 33.62746378471183))]"
94.0,2.0,3.0,2600,"(-23.0008181, -43.382168799999995)",0.0,"[(31.40365575162496, (21.833945293752215, 23.465318135485724))]"
107.0,3.0,3.0,2350,"(-23.0138747, -43.4472612)",0.0,"[(16.29212121537955, (12.034458035926418, 11.363126498680096))]"
72.0,2.0,3.0,2700,"(-22.921514300000002, -43.2410925)",0.0,"[(58.48003610440396, (40.65927607852282, 43.69722629167224))]"
45.0,1.0,2.0,850,"(-22.8204856, -43.3209722)",0.0,"[(62.68562590377348, (43.23808851479277, 47.20778569776853))]"
76.0,3.0,3.0,1800,"(-22.9382421, -43.3327874)",0.0,"[(43.644363792484114, (30.172105504358374, 32.7960155043206))]"
80.0,3.0,2.0,4500,"(-22.984338600000005, -43.2328045)",0.0,"[(50.32003106658015, (34.985888718728944, 37.59993890213658))]"
55.0,1.0,2.0,760,"(-22.8508744, -43.317637100000006)",0.0,"[(58.78915970600549, (40.91715732214982, 43.88199257620362))]"
70.0,1.0,2.0,1100,"(-22.8435065, -43.3100585)",0.0,"[(59.96367338400829, (41.6908010530308, 44.80582399886054))]"
56.0,1.0,2.0,1140,"(-22.928988, -43.3534191)",1.0,0
77.0,2.0,2.0,2600,"(-22.934022100000004, -43.176146)",0.0,"[(66.88731402216183, (46.50458426740137, 49.97927996573928))]"
40.0,1.0,2.0,2000,"(-22.9814243, -43.2383245)",0.0,"[(50.56730394651421, (35.157809547813606, 37.784705186667956))]"
52.0,1.0,1.0,950,"(-22.9312854, -43.36198529999999)",0.0,"[(40.12007239501941, (27.937134726257757, 29.932138094084152))]"
60.0,1.0,2.0,1400,"(-22.8984698, -43.2775544)",0.0,"[(57.375834162158014, (39.19794903130319, 43.60484314940654))]"
55.0,1.0,2.0,1100,"(-22.8202335, -43.3058318)",0.0,"[(65.15652116464305, (45.2151780492664, 48.77829911628529))]"
92.0,2.0,3.0,2920,"(-22.921037899999998, -43.2237992)",0.0,"[(62.068571383711394, (42.722326027538784, 46.83825312870576))]"
51.0,2.0,1.0,1900,"(-22.9654545, -43.18084520000001)",0.0,"[(60.08730982397531, (41.77676146757314, 44.89820714112623))]"
53.0,1.0,2.0,1500,"(-22.931289800000002, -43.2455843)",0.0,"[(57.36850719247132, (40.143513591268835, 42.588628584483935))]"
72.0,2.0,2.0,2300,"(-22.988001899999997, -43.3660133)",0.0,"[(34.370930310833614, (23.89699524276817, 25.68251354986233))]"
63.0,1.0,2.0,2800,"(-22.9373944, -43.177594)",0.0,"[(67.63828611165299, (47.79399048553634, 49.70213053894221))]"
150.0,1.0,2.0,1100,"(-22.8376218, -43.3280131)",0.0,"[(59.098347630917644, (41.175038565776816, 44.06675886073501))]"
70.0,2.0,2.0,1900,"(-23.0185151, -43.4634021)",0.0,"[(11.374552476966521, (7.908358137894503, 8.499249088443648))]"
54.0,1.0,2.0,1000,"(-22.912771, -43.544942299999995)",0.0,"[(14.836372796043289, (10.315249745079786, 11.08597707188302))]"
79.0,2.0,2.0,2500,"(-22.975583899999997, -43.193523600000006)",0.0,"[(58.35653063509501, (40.48735524943816, 43.69722629167224))]"
60.0,1.0,1.0,1100,"(-23.7074096, -47.42523189999999)",0.0,
90.0,2.0,2.0,1500,"(-22.9181164, -43.2664799)",0.0,"[(56.3783521910734, (39.28390944584552, 42.03432973088978))]"
58.0,1.0,2.0,1200,"(-22.94624115, -43.557178065955135)",0.0,"[(9.232256752730006, (7.220674821555851, 5.912521105004277))]"
82.0,2.0,3.0,1200,"(-22.911878, -43.561698799999995)",0.0,"[(13.522232235090147, (8.596041454233156, 10.901210787351635))]"
65.0,2.0,2.0,1900,"(-22.917662399999998, -43.24595770000001)",0.0,"[(59.22817819111903, (41.77676146757314, 43.60484314940654))]"
107.0,2.0,3.0,2300,"(-23.0185151, -43.4634021)",0.0,"[(11.374552476966521, (7.908358137894503, 8.499249088443648))]"
70.0,,2.0,1100,"(-22.9333806, -43.3347821)",0.0,"[(42.65457178862445, (29.656343017104387, 31.872184081663683))]"
50.0,1.0,2.0,1100,"(-22.9665038, -43.371319299999996)",0.0,"[(34.31852276344253, (24.41275773002216, 25.035831554002485))]"
50.0,2.0,2.0,1100,"(-22.935018499999998, -43.3515126)",0.0,"[(41.357544201794695, (28.968659700765734, 30.671203232209688))]"
296.0,3.0,3.0,12500,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
170.0,1.0,4.0,8800,"(-22.98698730000001, -43.1909986)",0.0,"[(57.12659136639683, (40.3154344203535, 42.03432973088978))]"
159.0,,3.0,15900,"(-22.9862375, -43.209178200000004)",0.0,"[(52.34554281628704, (37.90854281316822, 37.415172617605194))]"
146.0,,3.0,2300,"(-22.9690461, -43.18946629999999)",0.0,"[(59.96826177736338, (42.20656354028479, 44.251525145266385))]"
160.0,2.0,3.0,5300,"(-22.9839557, -43.202216299999996)",0.0,"[(56.50185306493152, (39.28390944584552, 42.219096015421165))]"
50.0,,2.0,1200,"(-22.9319136, -43.2551227)",1.0,0
60.0,1.0,2.0,1300,"(-22.8473173, -43.3088888)",0.0,"[(59.7820862331873, (42.03464271120013, 44.159142003000696))]"
60.0,1.0,2.0,1500,"(-22.8888734, -43.2850003)",0.0,"[(57.553592796249454, (40.22947400581117, 42.77339486901532))]"
244.0,3.0,4.0,4500,"(-22.972089699999998, -43.1900211)",0.0,"[(58.60367254437098, (40.74523649306516, 43.789609433937926))]"
82.0,3.0,3.0,2100,"(-23.021078, -43.490284499999994)",0.0,
430.0,2.0,4.0,25000,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
200.0,5.0,4.0,10000,"(-22.9805083, -43.213479299999996)",0.0,"[(55.95781721705208, (38.08046364225288, 42.681011726749624))]"
55.0,1.0,2.0,850,"(-22.9312854, -43.36198529999999)",0.0,"[(40.12007239501941, (27.937134726257757, 29.932138094084152))]"
50.0,1.0,2.0,1080,"(-22.8747999, -43.44951939999999)",0.0,"[(35.36088641048929, (24.75659938819149, 26.23681240345648))]"
73.0,2.0,3.0,1200,"(-22.927310100000003, -43.3599944)",0.0,"[(40.55275230918499, (28.19501596988475, 30.301670663146922))]"
53.0,1.0,2.0,1150,"(-22.9248493, -43.3596031)",0.0,"[(41.54478744939108, (28.538857628054075, 31.410268370335224))]"
120.0,2.0,3.0,5300,"(-22.9839557, -43.202216299999996)",0.0,"[(56.50185306493152, (39.28390944584552, 42.219096015421165))]"
54.0,1.0,1.0,950,"(-22.913055800000002, -43.265675099999996)",1.0,0
180.0,,4.0,12500,"(-22.9865648, -43.2324401)",0.0,"[(50.19639462661312, (34.89992830418661, 37.50755575987088))]"
300.0,5.0,5.0,15000,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
62.0,1.0,2.0,1100,"(-22.9548472, -43.3765899)",0.0,"[(34.371152677812084, (23.81103482822584, 25.77489669212802))]"
260.0,4.0,3.0,4300,"(-22.97579330000001, -43.1912304)",0.0,"[(58.54188696335408, (40.65927607852282, 43.789609433937926))]"
161.0,3.0,3.0,1800,"(-22.961944, -43.1688829)",0.0,"[(64.04415326191324, (44.699415562012405, 47.66970140909699))]"
250.0,,3.0,23000,"(-22.9862961, -43.209333)",0.0,"[(52.34554281628704, (37.90854281316822, 37.415172617605194))]"
80.0,1.0,1.0,810,"(-22.8658153, -43.3073896)",0.0,"[(57.9237051118535, (40.3154344203535, 43.23531058034378))]"
60.0,2.0,2.0,1000,"(-22.9137159, -43.271651500000004)",1.0,0
75.0,,2.0,2100,"(-22.924047, -43.23641660000001)",0.0,"[(58.232763224469906, (40.48735524943816, 43.51246000714085))]"
68.0,,1.0,2500,"(-22.988001899999997, -43.3660133)",0.0,"[(34.370930310833614, (23.89699524276817, 25.68251354986233))]"
98.0,3.0,2.0,2500,"(-22.9582574, -43.1763134)",0.0,"[(63.79748123864189, (44.09769266021609, 47.94685083589406))]"
190.0,4.0,4.0,1100,"(-22.9294089, -43.3756395)",0.0,"[(38.328094035929816, (26.47580767903812, 28.82354038689585))]"
90.0,2.0,2.0,850,"(-22.9289228, -43.2563658)",1.0,0
70.0,2.0,2.0,3600,"(-22.97378125, -43.2264527152946)",0.0,"[(53.78881436659471, (37.994503227710545, 39.5399848897161))]"
48.0,1.0,2.0,1200,"(-22.9063362, -43.2416565)",0.0,"[(61.94185642348073, (43.06616768570811, 46.283954275111604))]"
130.0,3.0,3.0,6000,"(-22.9877577, -43.2286995)",0.0,"[(50.56730394651421, (35.157809547813606, 37.784705186667956))]"
170.0,3.0,2.0,4000,"(-22.9323641, -43.1821872)",0.0,"[(66.88834241347945, (46.76246551102837, 49.70213053894221))]"
138.0,2.0,3.0,2000,"(-22.9260259, -43.2541955)",0.0,"[(56.378216624964494, (39.19794903130319, 42.126712873155476))]"
,,1.0,500,"(-22.8830403, -43.2638849)",0.0,"[(61.8187145272954, (43.15212810025044, 46.00680484831453))]"
,,3.0,3300,"(-22.915698100000004, -43.2319433)",0.0,"[(62.378290495763544, (43.83981141658909, 46.099187990580226))]"
,,1.0,1400,"(-22.9207621, -43.222878)",0.0,"[(62.315832047897516, (42.89424685662345, 47.023019413237144))]"
,,2.0,1000,"(-22.8992045, -43.2843641)",0.0,"[(55.395886060408195, (37.90854281316822, 42.03432973088978))]"
,,3.0,1600,"(-22.8992045, -43.2843641)",0.0,"[(55.395886060408195, (37.90854281316822, 42.03432973088978))]"
,,2.0,2000,"(-22.9295544, -43.24080670000001)",0.0,"[(57.49094458466774, (39.97159276218417, 42.958161153546705))]"
,,1.0,1500,"(-22.96436700000001, -43.1746755)",0.0,"[(63.42549370308505, (44.09769266021609, 47.392551982299906))]"
,,3.0,4000,"(-22.9847565, -43.19540679999999)",0.0,"[(57.05905423013625, (39.88563234764184, 42.40386229995255))]"
,,2.0,750,"(-22.873085800000002, -43.5174089)",0.0,"[(25.59274307317467, (17.793805810262633, 19.123310448998208))]"
,,2.0,4500,"(-22.9629697, -43.1746635)",0.0,"[(63.54913014305208, (44.18365307475842, 47.4849351245656))]"
,,1.0,1650,"(-22.9416512, -43.1906631)",0.0,"[(64.54248484749836, (45.38709887835106, 47.66970140909699))]"
,,1.0,1600,"(-22.9202866, -43.1815614)",1.0,0
,,2.0,2427,"(-23.0111148, -43.46874260000001)",0.0,"[(10.756370277131383, (7.478556065182845, 8.03733337711519))]"
,,2.0,2200,"(-22.9500463, -43.191054799999996)",0.0,"[(62.577628687320875, (44.52749473292774, 45.63727227925177))]"
,,3.0,1600,"(-22.9165104, -43.3788967)",0.0,"[(39.81170159017509, (27.851174311715422, 29.562605525021386))]"
,,3.0,2000,"(-22.928988, -43.3534191)",1.0,0
,,3.0,7800,"(-22.983158399999997, -43.2050161)",0.0,"[(52.92137908201368, (38.59622612950687, 37.50755575987088))]"
,,2.0,750,"(-22.863930800000002, -43.3330383)",1.0,0
,,2.0,850,"(-22.89857210000001, -43.2689279)",0.0,"[(58.72848026524693, (40.573315663980495, 44.159142003000696))]"
,,2.0,1897,"(-23.013892000000002, -43.4634254)",0.0,"[(15.207282115944372, (10.573130988706781, 11.363126498680096))]"
,,3.0,1300,"(-5.815403400000001, -46.1361454)",0.0,
,,2.0,1000,"(-22.830585199999998, -43.32339210000001)",1.0,0
,,2.0,1700,"(-22.917347, -43.2149751)",0.0,"[(63.48878663465525, (43.83981141658909, 47.762084551362676))]"
,,3.0,2500,"(-23.013892000000002, -43.4634254)",0.0,"[(15.207282115944372, (10.573130988706781, 11.363126498680096))]"
,,2.0,1300,"(-22.9207621, -43.222878)",0.0,"[(62.315832047897516, (42.89424685662345, 47.023019413237144))]"
,,2.0,1250,"(-22.9137898, -43.2662065)",1.0,0
,,2.0,1900,"(-22.977708399999997, -43.4172388)",0.0,"[(28.312744752449273, (19.684934930193926, 21.15573957884343))]"
,,3.0,2200,"(-23.014309, -43.45027260000001)",0.0,
,,2.0,1500,"(-22.925552399999997, -43.3620285)",0.0,"[(40.42911586921796, (28.10905555534242, 30.20928752088123))]"
,,2.0,930,"(-22.921886399999998, -43.384646000000004)",0.0,"[(38.20546043806328, (26.303886849953454, 28.82354038689585))]"
,,3.0,2300,"(-23.0138747, -43.4472612)",0.0,"[(16.29212121537955, (12.034458035926418, 11.363126498680096))]"
,,2.0,750,"(-22.9191815, -43.6155325)",1.0,0
,,2.0,1300,"(-22.7991187, -43.2091024)",0.0,"[(82.34270439515383, (57.50751732881981, 61.25002332215369))]"
,,2.0,2900,"(-22.988339899999996, -43.3529408)",0.0,"[(34.7418396307347, (24.154876486395167, 25.959662976659406))]"
140.0,4.0,3.0,5000,"(-22.9986093, -43.2695956)",0.0,"[(43.85958053850002, (32.407076282458995, 30.578820089943996))]"
63.0,2.0,2.0,800,"(-22.864691600000004, -43.3086342)",1.0,0
60.0,1.0,2.0,850,"(-22.907092199999997, -43.379624799999995)",0.0,"[(41.294756033063344, (28.79673887168107, 30.76358637447538))]"
56.0,1.0,1.0,1850,"(-22.9323641, -43.1821872)",0.0,"[(66.88834241347945, (46.76246551102837, 49.70213053894221))]"
95.0,1.0,2.0,2200,"(-23.0185151, -43.4634021)",0.0,"[(11.374552476966521, (7.908358137894503, 8.499249088443648))]"
80.0,2.0,3.0,1800,"(-22.921037899999998, -43.2237992)",0.0,"[(62.068571383711394, (42.722326027538784, 46.83825312870576))]"
57.0,2.0,1.0,1500,"(-22.9205272, -43.2382218)",0.0,"[(58.60367254437098, (40.74523649306516, 43.789609433937926))]"
38.0,1.0,1.0,1600,"(-22.9500463, -43.191054799999996)",0.0,"[(62.577628687320875, (44.52749473292774, 45.63727227925177))]"
58.0,1.0,2.0,1300,"(-22.901260999999998, -43.2647914)",0.0,"[(58.91279607776335, (41.003117736692154, 43.97437571846931))]"
70.0,1.0,2.0,1100,"(-22.8425581, -43.284811499999996)",0.0,"[(64.66197630192069, (45.04325722018174, 48.224000262691135))]"
54.0,1.0,2.0,800,"(-22.8694038, -43.307342299999995)",1.0,0
72.0,2.0,2.0,2470,"(-22.954389499999998, -43.1867818)",0.0,"[(61.57094710357964, (42.80828644208111, 46.00680484831453))]"
50.0,1.0,2.0,1100,"(-22.988240899999997, -43.43405720000001)",0.0,"[(19.287284634856274, (13.409824668603722, 14.411770193447925))]"
43.0,1.0,2.0,750,"(-22.883722, -43.5567928)",0.0,"[(18.84188516861584, (10.057368501452792, 16.721348750090222))]"
97.0,2.0,3.0,1200,"(-22.9206741, -43.3604024)",0.0,"[(42.408920930089735, (29.742303431646718, 31.410268370335224))]"
85.0,3.0,3.0,3000,"(-23.0211861, -43.4540997)",0.0,
80.0,1.0,2.0,1190,"(-22.9140512, -43.2843528)",1.0,0
60.0,1.0,2.0,700,"(-22.9411582, -43.3441051)",0.0,"[(41.35643537090299, (28.71077845713874, 30.948352659006762))]"
105.0,3.0,2.0,3500,"(-6.5899848, -37.9149013)",0.0,
118.0,3.0,2.0,1200,"(-22.9451467, -43.3374151)",0.0,"[(41.66841515519541, (28.624818042596406, 31.502651512600913))]"
65.0,2.0,2.0,1395,"(-22.9159818, -43.2477179)",0.0,"[(59.22508107699003, (41.60484063848847, 43.789609433937926))]"
60.0,,2.0,1000,"(-22.9137208, -43.3684508)",0.0,"[(41.48117719913666, (29.054620115308065, 30.76358637447538))]"
54.0,1.0,2.0,1100,"(-22.9557394, -43.3892209)",0.0,"[(32.26934768194249, (22.52162861009087, 24.019616989079875))]"
60.0,1.0,2.0,700,"(-22.900933600000002, -43.349234100000004)",0.0,"[(46.48878109548953, (32.06323462428967, 35.013210918697204))]"
70.0,,4.0,1000,"(-22.9151927, -43.3557471)",0.0,"[(43.52020248798244, (30.34402633344304, 32.42648293525783))]"
120.0,3.0,3.0,11900,"(-22.98679, -43.2200859)",0.0,"[(51.39061323590786, (36.705097009575574, 37.3227894753395))]"
60.0,2.0,2.0,1000,"(-22.9451223, -43.3324588)",0.0,"[(41.78911670885526, (29.054620115308065, 31.22550208580384))]"
126.0,4.0,4.0,7100,"(-22.9845355, -43.2307023)",0.0,"[(50.56730394651421, (35.157809547813606, 37.784705186667956))]"
90.0,3.0,2.0,1900,"(-22.924411199999998, -43.2476356)",0.0,"[(57.7387469544222, (39.97159276218417, 43.32769372260947))]"
40.0,1.0,1.0,2000,"(-22.933692699999998, -43.178712899999994)",0.0,"[(67.57209344917375, (47.53610924190935, 49.88689682347359))]"
65.0,2.0,2.0,980,"(-22.89482210000001, -43.283890899999996)",0.0,"[(57.12659136639683, (40.3154344203535, 42.03432973088978))]"
60.0,1.0,2.0,1000,"(-22.8432491, -43.28089600000001)",0.0,"[(64.78549454272235, (45.04325722018174, 48.40876654722252))]"
85.0,1.0,2.0,1100,"(-22.9366083, -43.3799177)",0.0,"[(36.53462030989766, (25.44428270453014, 27.25302696837909))]"
50.0,1.0,2.0,900,"(-22.8256491, -43.32704260000001)",0.0,"[(60.95589962131099, (41.9486822966578, 46.00680484831453))]"
76.0,1.0,2.0,2500,"(-22.978700699999997, -43.2359204)",0.0,"[(50.93821326641529, (35.4156907914406, 38.06185461346504))]"
82.0,2.0,3.0,3900,"(-22.979191500000002, -43.2195349)",0.0,"[(54.06999088247401, (39.02602820221853, 38.80091975159057))]"
84.0,2.0,3.0,2100,"(-22.9558133, -43.3384123)",0.0,"[(40.12045339873634, (28.023095140800088, 29.83975495181846))]"
60.0,,2.0,1500,"(-22.9137764, -43.24434220000001)",0.0,"[(60.08934495724682, (42.12060312574246, 44.528674572063466))]"
50.0,1.0,1.0,2536,"(-22.9819833, -43.206933)",0.0,"[(52.68747704695337, (38.59622612950687, 37.13802319080811))]"
90.0,2.0,2.0,4000,"(-22.9721962, -43.1865848)",0.0,"[(59.22185474420613, (41.175038565776816, 44.251525145266385))]"
80.0,1.0,2.0,850,"(-22.906554800000002, -43.2994139)",0.0,"[(52.916540740784036, (36.705097009575574, 39.6323680319818))]"
64.0,2.0,2.0,2300,"(-22.9732812, -43.379219299999995)",0.0,"[(31.321285684775425, (22.865470268260193, 22.17195414376604))]"
77.0,1.0,3.0,1990,"(-22.9709611, -43.395351399999996)",0.0,"[(29.98954704554505, (21.318182806498225, 21.894804716968963))]"
98.0,3.0,3.0,2500,"(-23.0240469, -43.4620723)",0.0,"[(11.014750938475032, (7.994318552436835, 7.852567092583806))]"
95.0,2.0,2.0,1500,"(-22.8049732, -43.219866107721046)",0.0,"[(79.99287220454472, (55.53042779434618, 59.864276188168304))]"
52.0,1.0,1.0,1600,"(-22.9966799, -43.4249176)",0.0,"[(19.65722194613571, (14.699230886738695, 13.487938770791008))]"
48.0,2.0,2.0,1100,"(-22.9548472, -43.3765899)",0.0,"[(34.371152677812084, (23.81103482822584, 25.77489669212802))]"
60.0,1.0,2.0,800,"(-22.941189399999995, -43.36007160000001)",1.0,0
70.0,2.0,2.0,1700,"(-22.9382421, -43.3327874)",0.0,"[(43.644363792484114, (30.172105504358374, 32.7960155043206))]"
98.0,4.0,4.0,1500,"(-22.9548472, -43.3765899)",0.0,"[(34.371152677812084, (23.81103482822584, 25.77489669212802))]"
55.0,1.0,2.0,1050,"(-22.886189899999998, -43.29380250000001)",0.0,"[(56.93461416518624, (39.62775110401485, 42.49624544221824))]"
80.0,1.0,1.0,770,"(-22.9454515, -43.33619829999999)",0.0,"[(41.54257975359294, (28.71077845713874, 31.22550208580384))]"
92.0,2.0,3.0,1700,"(-22.939245899999996, -43.3212971)",0.0,"[(44.941888443964075, (31.289590893408686, 33.53508064244613))]"
120.0,3.0,3.0,3300,"(-22.915698100000004, -43.2319433)",0.0,"[(62.378290495763544, (43.83981141658909, 46.099187990580226))]"
126.0,1.0,3.0,7500,"(-22.9624658, -43.20248839999999)",0.0,"[(59.471183911915496, (41.003117736692154, 44.80582399886054))]"
124.0,3.0,4.0,4500,"(-22.95854, -43.1949511)",0.0,"[(60.52032151231433, (41.9486822966578, 45.36012285245469))]"
182.0,5.0,4.0,10000,"(-23.014923800000002, -43.407209)",0.0,
80.0,2.0,2.0,1599,"(-22.924047, -43.23641660000001)",0.0,"[(58.232763224469906, (40.48735524943816, 43.51246000714085))]"
140.0,3.0,3.0,9400,"(-22.9805083, -43.213479299999996)",0.0,"[(55.95781721705208, (38.08046364225288, 42.681011726749624))]"
55.0,1.0,2.0,1000,"(-22.8500266, -43.2998247)",0.0,"[(61.44743504622311, (42.63636561299645, 46.00680484831453))]"
100.0,3.0,2.0,2600,"(-23.0240469, -43.4620723)",0.0,"[(11.014750938475032, (7.994318552436835, 7.852567092583806))]"
