areas,bathrooms,bedrooms,r$_pmo,coord,class,class_distance
73.0,2.0,3.0,1200,"(-22.8766987, -43.33787020000001)",0.0,"[(52.66912342595367, (36.61913659503324, 39.35521860518472))]"
60.0,1.0,2.0,1100,"(-22.876658199999998, -43.316945000000004)",0.0,"[(55.08034621765808, (38.424305300422205, 41.018115165967174))]"
200.0,3.0,2.0,9500,"(-22.9862375, -43.209178200000004)",0.0,"[(52.34554281628704, (37.90854281316822, 37.415172617605194))]"
50.0,1.0,1.0,1100,"(-22.964776399999998, -43.40202539999999)",0.0,"[(30.538200671855765, (21.232222391955894, 22.818636139625884))]"
41.0,1.0,1.0,1600,"(-22.9654545, -43.18084520000001)",0.0,"[(60.08730982397531, (41.77676146757314, 44.89820714112623))]"
66.0,2.0,2.0,2200,"(-22.9409533, -43.1823213)",0.0,"[(65.17059587416018, (46.24670302377437, 47.66970140909699))]"
170.0,2.0,4.0,7500,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
85.0,1.0,2.0,2000,"(-22.808979, -43.1984189)",0.0,"[(83.33096053777646, (57.93731940153147, 62.266237887076294))]"
100.0,2.0,3.0,2500,"(-22.968515300000004, -43.1850961)",0.0,"[(60.7156892851034, (42.980207271165774, 44.528674572063466))]"
55.0,,1.0,1300,"(-22.915478, -43.2439792)",0.0,"[(59.84322994872867, (42.03464271120013, 44.251525145266385))]"
76.0,2.0,3.0,2800,"(-22.9862574, -43.1922967)",0.0,"[(57.00122607356774, (40.143513591268835, 42.03432973088978))]"
180.0,3.0,3.0,7600,"(-22.9654545, -43.18084520000001)",0.0,"[(60.08730982397531, (41.77676146757314, 44.89820714112623))]"
110.0,3.0,3.0,6500,"(-22.983158399999997, -43.2050161)",0.0,"[(52.92137908201368, (38.59622612950687, 37.50755575987088))]"
100.0,1.0,3.0,3000,"(-22.9690461, -43.18946629999999)",0.0,"[(59.96826177736338, (42.20656354028479, 44.251525145266385))]"
78.0,2.0,2.0,3800,"(-23.0143229, -43.2972041)",0.0,"[(37.48713131900061, (28.28097638442708, 25.405364123065254))]"
50.0,1.0,2.0,850,"(-22.824908100000002, -43.327544700000004)",0.0,"[(61.080906149078096, (41.9486822966578, 46.191571132845915))]"
80.0,2.0,2.0,1300,"(-22.8351129, -43.3233619)",0.0,"[(60.21297721843652, (41.51888022394614, 45.36012285245469))]"
102.0,3.0,3.0,3500,"(-22.9373944, -43.177594)",0.0,"[(67.63828611165299, (47.79399048553634, 49.70213053894221))]"
80.0,2.0,2.0,2700,"(-22.9368391, -43.1751217)",0.0,"[(66.92855154575028, (48.13783214370567, 48.224000262691135))]"
69.0,1.0,1.0,1400,"(-22.924411199999998, -43.2476356)",0.0,"[(57.7387469544222, (39.97159276218417, 43.32769372260947))]"
85.0,2.0,2.0,1400,"(-22.9216346, -43.257501)",0.0,"[(56.130943745030436, (39.02602820221853, 41.94194658862409))]"
70.0,1.0,2.0,790,"(-22.848396700000002, -43.2651346)",0.0,"[(65.8982225024256, (45.81690095106272, 49.24021482761375))]"
250.0,3.0,4.0,20000,"(-22.9821776, -43.2133851)",0.0,"[(57.24367170473368, (39.79967193309951, 42.77339486901532))]"
70.0,1.0,2.0,800,"(-22.921886399999998, -43.384646000000004)",0.0,"[(38.20546043806328, (26.303886849953454, 28.82354038689585))]"
40.0,1.0,1.0,1000,"(-22.9201766, -43.2558029)",0.0,"[(57.80165549759894, (40.48735524943816, 42.86577801128101))]"
555.0,2.0,5.0,19000,"(-23.000417300000002, -43.332459)",0.0,"[(36.101840470372, (25.100441046360814, 26.975877541582015))]"
50.0,1.0,1.0,1700,"(-22.9654545, -43.18084520000001)",0.0,"[(60.08730982397531, (41.77676146757314, 44.89820714112623))]"
150.0,,4.0,8500,"(-22.9877577, -43.2286995)",0.0,"[(50.56730394651421, (35.157809547813606, 37.784705186667956))]"
74.0,2.0,2.0,1500,"(-22.9344154, -43.2100703)",0.0,"[(62.06992588425607, (43.66789058750443, 45.822038563783146))]"
480.0,5.0,4.0,37000,"(-22.9862375, -43.209178200000004)",0.0,"[(52.34554281628704, (37.90854281316822, 37.415172617605194))]"
61.0,1.0,2.0,1799,"(-22.936339899999997, -43.3330978)",0.0,"[(44.01613542068542, (30.34402633344304, 33.16554807338337))]"
64.0,2.0,2.0,2000,"(-22.968253100000002, -43.3830095)",0.0,"[(31.546922456022905, (22.69354943917553, 22.72625299736019))]"
115.0,2.0,3.0,3200,"(-22.935445899999998, -43.1865273)",0.0,"[(65.4131416074573, (46.24670302377437, 48.03923397815975))]"
20.0,1.0,1.0,600,"(-22.917451, -43.2061374)",0.0,"[(65.28050862075898, (45.2151780492664, 48.96306540081667))]"
56.0,1.0,3.0,1200,"(-22.8202335, -43.3058318)",0.0,"[(65.15652116464305, (45.2151780492664, 48.77829911628529))]"
180.0,4.0,4.0,3800,"(-23.0185151, -43.4634021)",0.0,"[(11.374552476966521, (7.908358137894503, 8.499249088443648))]"
400.0,5.0,4.0,15000,"(-22.9913592, -43.2675329)",0.0,"[(45.19499580785061, (33.09475959879765, 31.872184081663683))]"
150.0,3.0,3.0,2000,"(-22.9285713, -43.25791470000001)",1.0,0
66.0,1.0,2.0,800,"(-22.904771399999998, -43.2738036)",0.0,"[(57.305790012378, (39.713711518557176, 42.958161153546705))]"
115.0,2.0,3.0,4700,"(-22.9690461, -43.18946629999999)",0.0,"[(59.96826177736338, (42.20656354028479, 44.251525145266385))]"
75.0,1.0,2.0,5000,"(-22.928988, -43.3534191)",1.0,0
90.0,,3.0,1000,"(-22.9240023, -43.26062329999999)",0.0,"[(56.007853158650526, (38.76814695859153, 42.03432973088978))]"
310.0,3.0,4.0,5900,"(-22.972089699999998, -43.1900211)",0.0,"[(58.60367254437098, (40.74523649306516, 43.789609433937926))]"
120.0,3.0,3.0,8000,"(-22.9624658, -43.20248839999999)",0.0,"[(59.471183911915496, (41.003117736692154, 44.80582399886054))]"
103.0,1.0,3.0,2300,"(-22.8129964, -43.195313399999996)",0.0,"[(83.45459697774349, (58.023279816073796, 62.35862102934198))]"
190.0,3.0,3.0,4000,"(-22.9847565, -43.19540679999999)",0.0,"[(57.05905423013625, (39.88563234764184, 42.40386229995255))]"
200.0,2.0,3.0,5300,"(-22.9690461, -43.18946629999999)",0.0,"[(59.96826177736338, (42.20656354028479, 44.251525145266385))]"
200.0,5.0,4.0,10000,"(-22.9849095, -43.219823999999996)",0.0,"[(51.637791912474434, (36.87701783866024, 37.50755575987088))]"
43.0,1.0,1.0,2000,"(-22.9393527, -43.1745967)",0.0,"[(66.56705797142322, (48.05187172916334, 47.762084551362676))]"
51.0,1.0,2.0,1000,"(-22.907380800000002, -43.2801493)",0.0,"[(55.762227489584866, (38.424305300422205, 42.03432973088978))]"
94.0,2.0,2.0,1700,"(-23.0217111, -43.486967799999995)",0.0,"[(8.857496111725073, (5.759347774336214, 7.021118812192579))]"
128.0,2.0,4.0,2000,"(-22.916465300000002, -43.2076206)",0.0,"[(65.15828066959635, (44.9572968056394, 49.05544854308236))]"
85.0,3.0,3.0,1600,"(-23.0177482, -43.4667998)",0.0,"[(14.71273635607626, (10.229289330537455, 10.993593929617328))]"
82.0,,2.0,5500,"(-22.98698730000001, -43.1909986)",0.0,"[(57.12659136639683, (40.3154344203535, 42.03432973088978))]"
100.0,2.0,3.0,1500,"(-22.9332164, -43.2381453)",0.0,"[(57.61458102463477, (40.0575531767265, 43.050544295812394))]"
170.0,1.0,3.0,3000,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
70.0,2.0,2.0,900,"(-22.9279379, -43.236188)",0.0,"[(59.84322994872867, (41.175038565776816, 45.1753565679233))]"
78.0,2.0,2.0,4000,"(-23.0143229, -43.2972041)",0.0,"[(37.48713131900061, (28.28097638442708, 25.405364123065254))]"
321.0,6.0,5.0,28500,"(-22.9837378, -43.21888660000001)",0.0,"[(53.462575389373015, (38.76814695859153, 38.154237755730726))]"
60.0,1.0,2.0,2500,"(-22.985511, -43.19287620000001)",0.0,"[(56.999751124262055, (40.0575531767265, 42.126712873155476))]"
35.0,1.0,1.0,1120,"(-22.9665038, -43.371319299999996)",0.0,"[(34.31852276344253, (24.41275773002216, 25.035831554002485))]"
86.0,1.0,3.0,2600,"(-22.933224499999998, -43.1747971)",0.0,"[(67.51274192485786, (47.62206965645168, 49.70213053894221))]"
165.0,2.0,4.0,3800,"(-22.968132699999998, -43.1830609)",0.0,"[(59.71640050407423, (41.51888022394614, 44.621057714329154))]"
83.0,2.0,3.0,2300,"(-22.9415522, -43.1814436)",0.0,"[(65.29420544115419, (46.33266343831671, 47.762084551362676))]"
42.0,1.0,1.0,1300,"(-30.0342118, -51.2393593)",0.0,
47.0,1.0,1.0,1200,"(-22.8759461, -43.26612460000001)",0.0,"[(62.12807996200664, (42.980207271165774, 46.653486844174374))]"
66.0,1.0,2.0,800,"(-5.8121386, -35.82343570000001)",0.0,
77.0,3.0,2.0,1100,"(-22.937072600000004, -43.3354416)",0.0,"[(43.646465177401836, (30.00018467527371, 32.980781788851985))]"
224.0,4.0,3.0,8500,"(-22.9839557, -43.202216299999996)",0.0,"[(56.50185306493152, (39.28390944584552, 42.219096015421165))]"
30.0,1.0,1.0,1100,"(-22.920578600000002, -43.259556599999996)",0.0,"[(56.87760012672817, (40.0575531767265, 41.94194658862409))]"
85.0,1.0,2.0,2300,"(-23.0048388, -43.366279799999994)",0.0,"[(32.5163837113282, (22.6075890246332, 24.296766415876952))]"
120.0,,2.0,10000,"(-22.9862375, -43.209178200000004)",0.0,"[(52.34554281628704, (37.90854281316822, 37.415172617605194))]"
160.0,3.0,4.0,7500,"(-22.98698730000001, -43.1909986)",0.0,"[(57.12659136639683, (40.3154344203535, 42.03432973088978))]"
320.0,4.0,4.0,9000,"(-23.014923800000002, -43.407209)",0.0,
79.0,2.0,2.0,2900,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
58.0,,2.0,1300,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
70.0,3.0,3.0,3600,"(-22.7115368, -43.4592138)",0.0,
176.0,3.0,4.0,2000,"(-22.9822342, -43.241168200000004)",0.0,"[(50.320182953869306, (34.89992830418661, 37.69232204440227))]"
76.0,2.0,2.0,1600,"(-23.014148499999997, -43.4556143)",0.0,"[(11.992734676801657, (8.33816021060616, 8.961164799772108))]"
80.0,3.0,2.0,1800,"(-22.9233953, -43.245256899999994)",0.0,"[(57.738217464601796, (40.143513591268835, 43.14292743807808))]"
260.0,,4.0,15500,"(-23.007998999999998, -43.35073189999999)",0.0,"[(33.62911167103145, (23.381232755514183, 25.128214696268177))]"
300.0,3.0,4.0,5000,"(-22.985511, -43.19287620000001)",0.0,"[(56.999751124262055, (40.0575531767265, 42.126712873155476))]"
90.0,2.0,3.0,1300,"(-23.011040700000002, -43.446195)",0.0,"[(16.648508585143283, (12.12041845046875, 11.825042210008554))]"
33.0,1.0,1.0,970,"(-22.9243928, -43.373984899999996)",0.0,"[(38.821842149646606, (26.991570166292107, 29.008306671427235))]"
144.0,6.0,4.0,5000,"(-22.9662234, -43.382768799999994)",0.0,"[(31.92718061388498, (23.123351511887186, 22.818636139625884))]"
82.0,2.0,3.0,1300,"(-23.003173699999998, -43.4840149)",0.0,"[(11.42884979180191, (8.682001868775487, 7.667800808052422))]"
89.0,1.0,3.0,2100,"(-22.9330079, -43.2389625)",0.0,"[(57.55438957692301, (39.713711518557176, 43.32769372260947))]"
55.0,1.0,2.0,1100,"(-22.9548472, -43.3765899)",0.0,"[(34.371152677812084, (23.81103482822584, 25.77489669212802))]"
354.0,,4.0,20000,"(-22.9805083, -43.213479299999996)",0.0,"[(55.95781721705208, (38.08046364225288, 42.681011726749624))]"
196.0,3.0,3.0,3300,"(-22.8084629, -43.209805100000004)",0.0,"[(80.8597440966468, (56.56195276885416, 60.04904247269969))]"
70.0,,2.0,1700,"(-22.9279449, -43.2088566)",0.0,"[(63.18015639334421, (44.26961348930075, 46.83825312870576))]"
44.0,1.0,2.0,700,"(-22.936339899999997, -43.3330978)",0.0,"[(44.01613542068542, (30.34402633344304, 33.16554807338337))]"
45.0,1.0,1.0,3750,"(-22.98459200000001, -43.2241076)",0.0,"[(51.38436647515063, (36.53317618049091, 37.50755575987088))]"
800.0,7.0,7.0,25000,"(-22.9890302, -43.3549717)",0.0,"[(35.360021830569835, (24.584678559106823, 26.421578687987864))]"
68.0,2.0,2.0,1400,"(-22.9233355, -43.2564957)",0.0,"[(56.254580184997465, (39.111988616760854, 42.03432973088978))]"
400.0,3.0,4.0,6000,"(-22.9322135, -43.177597799999994)",0.0,"[(67.2623141292743, (47.278227998282354, 49.70213053894221))]"
50.0,1.0,1.0,1100,"(-22.912032, -43.226347)",0.0,"[(63.06052350108717, (44.441534318385415, 46.46872055964299))]"
110.0,3.0,3.0,2250,"(-23.0197777, -43.479158899999995)",0.0,"[(9.520808677637724, (6.532991505217198, 7.2058850967239625))]"
100.0,2.0,3.0,2980,"(-23.001908, -43.3501969)",0.0,"[(33.83439433412956, (25.100441046360814, 23.465318135485724))]"
34.0,1.0,1.0,750,"(-22.9350952, -43.3840618)",1.0,0
190.0,4.0,3.0,7000,"(-22.984338600000005, -43.2328045)",0.0,"[(50.32003106658015, (34.985888718728944, 37.59993890213658))]"
330.0,,3.0,30000,"(-22.9840518, -43.221537899999994)",0.0,"[(51.57433000782678, (36.7910574241179, 37.50755575987088))]"
67.0,,2.0,1500,"(-22.9332164, -43.2381453)",0.0,"[(57.61458102463477, (40.0575531767265, 43.050544295812394))]"
81.0,3.0,2.0,5500,"(-22.9778117, -43.191251799999996)",1.0,0
40.0,2.0,1.0,2000,"(-23.000417300000002, -43.332459)",0.0,"[(36.101840470372, (25.100441046360814, 26.975877541582015))]"
385.0,4.0,3.0,14000,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
50.0,1.0,1.0,900,"(-22.9055807, -43.2769402)",0.0,"[(56.62562447901713, (39.455830274930186, 42.219096015421165))]"
120.0,2.0,3.0,5000,"(-22.995434399999997, -43.25830379999999)",0.0,"[(46.858210747503385, (32.57899711154366, 35.013210918697204))]"
40.0,1.0,1.0,1100,"(-22.9202866, -43.1815614)",1.0,0
50.0,1.0,2.0,700,"(-22.8508744, -43.317637100000006)",0.0,"[(58.78915970600549, (40.91715732214982, 43.88199257620362))]"
110.0,2.0,3.0,5950,"(-22.94884465, -43.179829096252966)",0.0,"[(64.42644943155626, (43.92577183113142, 49.05544854308236))]"
210.0,2.0,4.0,3900,"(-23.0147819, -43.4610052)",0.0,"[(11.745461796867604, (8.166239381521498, 8.776398515240723))]"
190.0,1.0,4.0,6000,"(-22.9387681, -43.197202399999995)",0.0,"[(62.56003862331586, (43.49596975841977, 46.74586998644007))]"
70.0,2.0,2.0,1800,"(-23.02456260000001, -43.4864974)",0.0,"[(9.025036695195094, (5.501466530709219, 7.483034523521038))]"
120.0,2.0,3.0,2500,"(-23.0221792, -43.460757799999996)",0.0,"[(11.104245641167903, (8.33816021060616, 7.5754176657867305))]"
250.0,4.0,4.0,6500,"(-23.000417300000002, -43.332459)",0.0,"[(36.101840470372, (25.100441046360814, 26.975877541582015))]"
179.0,3.0,3.0,4500,"(-22.9454241, -43.18079099640421)",0.0,"[(64.80861326340428, (43.83981141658909, 49.70213053894221))]"
82.0,,2.0,9000,"(-22.9855992, -43.1969718)",0.0,"[(56.75033805388127, (39.713711518557176, 42.126712873155476))]"
75.0,,2.0,2000,"(-22.955798899999998, -43.1899459)",0.0,"[(61.07640134371153, (42.46444478391179, 45.63727227925177))]"
60.0,2.0,1.0,1900,"(-22.97579330000001, -43.1912304)",0.0,"[(58.54188696335408, (40.65927607852282, 43.789609433937926))]"
120.0,3.0,3.0,3500,"(-23.0211861, -43.4540997)",0.0,
244.0,3.0,3.0,9000,"(-22.9719642, -43.1843432)",0.0,"[(60.34484264265825, (42.722326027538784, 44.251525145266385))]"
59.0,2.0,2.0,1250,"(-22.927310100000003, -43.3599944)",0.0,"[(40.55275230918499, (28.19501596988475, 30.301670663146922))]"
73.0,2.0,2.0,1600,"(-22.9181581, -43.2433749)",0.0,"[(59.59904815762955, (42.03464271120013, 43.88199257620362))]"
70.0,2.0,2.0,1700,"(-22.9396582, -43.3369363)",0.0,"[(42.03638958878932, (29.226540944392728, 31.410268370335224))]"
205.0,1.0,4.0,4500,"(-23.0011303, -43.3608268)",0.0,"[(33.13456591116334, (23.037391097344855, 24.75868212720541))]"
66.0,1.0,1.0,2900,"(-22.9652222, -43.18237910000001)",0.0,"[(59.84003694404126, (41.60484063848847, 44.71344085659484))]"
436.0,,4.0,30000,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
355.0,5.0,5.0,5500,"(-22.999740399999997, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
352.0,5.0,4.0,13000,"(-22.9978724, -43.3470975)",0.0,"[(35.60729471050389, (24.75659938819149, 26.606344972519246))]"
74.0,2.0,2.0,1211,"(-22.9047427, -43.254988899999994)",0.0,"[(59.84322994872867, (41.175038565776816, 45.1753565679233))]"
65.0,2.0,2.0,1500,"(-22.957320899999996, -43.3434716)",1.0,0
128.0,3.0,3.0,4000,"(-23.014923800000002, -43.407209)",0.0,
100.0,,2.0,3000,"(-23.014923800000002, -43.407209)",0.0,
35.0,,1.0,750,"(-19.9848225, -43.8443784)",0.0,
50.0,1.0,1.0,950,"(-22.8049732, -43.219866107721046)",0.0,"[(79.99287220454472, (55.53042779434618, 59.864276188168304))]"
50.0,1.0,2.0,1000,"(-22.8999122, -43.2948123)",0.0,"[(54.21743362565077, (38.08046364225288, 40.09428374331026))]"
80.0,2.0,2.0,5500,"(-22.979191500000002, -43.2195349)",0.0,"[(54.06999088247401, (39.02602820221853, 38.80091975159057))]"
317.0,5.0,4.0,11000,"(-22.9624658, -43.20248839999999)",0.0,"[(59.471183911915496, (41.003117736692154, 44.80582399886054))]"
98.0,3.0,3.0,2000,"(-22.9279379, -43.236188)",0.0,"[(59.84322994872867, (41.175038565776816, 45.1753565679233))]"
119.0,2.0,3.0,2400,"(-22.9387029, -43.17358170000001)",0.0,"[(66.80945316356322, (48.13783214370567, 48.03923397815975))]"
50.0,1.0,1.0,600,"(-22.894295800000002, -43.3613174)",1.0,0
90.0,1.0,3.0,2100,"(-23.0166029, -43.4654138)",0.0,"[(14.836372796043289, (10.315249745079786, 11.08597707188302))]"
180.0,2.0,3.0,5450,"(-22.9282465, -43.170790419174786)",0.0,"[(68.87093507453675, (48.481673801875, 50.81072824613051))]"
384.0,2.0,4.0,14000,"(-23.014923800000002, -43.407209)",0.0,
85.0,2.0,2.0,1200,"(-22.9344154, -43.2100703)",0.0,"[(62.06992588425607, (43.66789058750443, 45.822038563783146))]"
130.0,5.0,3.0,8500,"(-22.981749100000002, -43.1906689)",0.0,"[(57.86396730939099, (40.573315663980495, 42.86577801128101))]"
52.0,1.0,1.0,750,"(-22.877571399999997, -43.331102)",0.0,"[(53.28730562578881, (37.0489386677449, 39.817134316513176))]"
100.0,3.0,3.0,1800,"(-22.965578, -43.17784879999999)",0.0,"[(63.178220823151, (43.92577183113142, 47.20778569776853))]"
95.0,1.0,2.0,2600,"(-22.9535609, -43.19070120000001)",0.0,"[(62.093194051139136, (44.441534318385415, 44.990590283391924))]"
172.0,1.0,4.0,7500,"(-23.0050344, -43.3847972)",0.0,"[(30.78547355178982, (21.404143221040556, 23.003402424157265))]"
70.0,2.0,2.0,2800,"(-23.013892000000002, -43.4634254)",0.0,"[(15.207282115944372, (10.573130988706781, 11.363126498680096))]"
101.0,1.0,3.0,2500,"(-22.951239800000003, -43.1752885)",0.0,"[(64.66764960779048, (44.35557390384308, 48.96306540081667))]"
120.0,1.0,3.0,2300,"(-22.9279379, -43.236188)",0.0,"[(59.84322994872867, (41.175038565776816, 45.1753565679233))]"
66.0,1.0,1.0,2500,"(-22.9248707, -43.1767511)",0.0,"[(68.68029279005711, (47.879950900078676, 51.18026081519327))]"
59.0,1.0,1.0,1200,"(-22.8899546, -43.2705312)",0.0,"[(60.3366094967515, (41.60484063848847, 45.45250599472038))]"
86.0,1.0,2.0,1100,"(-22.8355116, -43.3182064)",0.0,"[(60.833651580002176, (42.80828644208111, 44.89820714112623))]"
200.0,7.0,4.0,9000,"(-22.9849095, -43.219823999999996)",0.0,"[(51.637791912474434, (36.87701783866024, 37.50755575987088))]"
72.0,2.0,2.0,1700,"(-22.921514300000002, -43.2410925)",0.0,"[(58.48003610440396, (40.65927607852282, 43.69722629167224))]"
200.0,2.0,3.0,14000,"(-22.98165, -43.2133493)",0.0,"[(57.24367170473368, (39.79967193309951, 42.77339486901532))]"
179.0,2.0,3.0,6500,"(-22.9890302, -43.3549717)",0.0,"[(35.360021830569835, (24.584678559106823, 26.421578687987864))]"
110.0,2.0,3.0,2200,"(-23.017635000000002, -43.453629)",0.0,
84.0,,2.0,2100,"(-23.0195328, -43.461752399999995)",0.0,"[(11.374552476966521, (7.908358137894503, 8.499249088443648))]"
125.0,,3.0,10000,"(-22.984189699999998, -43.2223282)",0.0,"[(51.51093829358693, (36.705097009575574, 37.50755575987088))]"
650.0,,5.0,30000,"(-22.9997388, -43.2684256)",0.0,"[(45.869119227767165, (31.891313795205008, 34.27414578057167))]"
120.0,2.0,3.0,2700,"(-22.920405499999998, -43.1847866)",0.0,"[(67.87741894777524, (46.93438634011303, 50.995494530661894))]"
270.0,4.0,4.0,15000,"(-22.981271300000003, -43.2004164)",0.0,"[(56.74966466317987, (39.28390944584552, 42.588628584483935))]"
270.0,2.0,3.0,9996,"(-23.0143229, -43.2972041)",0.0,"[(37.48713131900061, (28.28097638442708, 25.405364123065254))]"
380.0,,3.0,17000,"(-22.9872369, -43.19614960000001)",0.0,"[(56.8749125431436, (39.88563234764184, 42.126712873155476))]"
69.0,1.0,1.0,2100,"(-22.9500463, -43.191054799999996)",0.0,"[(62.577628687320875, (44.52749473292774, 45.63727227925177))]"
80.0,4.0,2.0,3700,"(-22.983158399999997, -43.2050161)",0.0,"[(52.92137908201368, (38.59622612950687, 37.50755575987088))]"
60.0,2.0,2.0,1900,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
118.0,3.0,4.0,6500,"(-22.98459200000001, -43.2241076)",0.0,"[(51.38436647515063, (36.53317618049091, 37.50755575987088))]"
380.0,4.0,4.0,23000,"(-22.9803652, -43.2139765)",0.0,"[(55.897345789287655, (37.994503227710545, 42.681011726749624))]"
166.0,6.0,4.0,5500,"(-22.9662234, -43.382768799999994)",0.0,"[(31.92718061388498, (23.123351511887186, 22.818636139625884))]"
50.0,1.0,2.0,730,"(-22.8825508, -43.5942919)",0.0,"[(13.238339695132243, (8.85392269786015, 10.254528791491794))]"
90.0,,3.0,2800,"(-22.9722264, -43.1919672)",0.0,"[(58.8521142445887, (40.65927607852282, 44.251525145266385))]"
85.0,,2.0,4500,"(-23.000417300000002, -43.332459)",0.0,"[(36.101840470372, (25.100441046360814, 26.975877541582015))]"
90.0,2.0,2.0,1220,"(-22.915478, -43.2439792)",0.0,"[(59.84322994872867, (42.03464271120013, 44.251525145266385))]"
60.0,1.0,2.0,800,"(-22.9408899, -43.3422564)",1.0,0
253.0,,4.0,8000,"(-23.0096083, -43.3169506)",0.0,"[(36.62644761221514, (26.47580767903812, 26.23681240345648))]"
103.0,1.0,3.0,2300,"(-23.014148499999997, -43.4556143)",0.0,"[(11.992734676801657, (8.33816021060616, 8.961164799772108))]"
75.0,2.0,1.0,3900,"(-22.9393527, -43.1745967)",0.0,"[(66.56705797142322, (48.05187172916334, 47.762084551362676))]"
400.0,6.0,4.0,25000,"(-22.9624658, -43.20248839999999)",0.0,"[(59.471183911915496, (41.003117736692154, 44.80582399886054))]"
183.0,2.0,4.0,16000,"(-22.9839557, -43.202216299999996)",0.0,"[(56.50185306493152, (39.28390944584552, 42.219096015421165))]"
330.0,2.0,5.0,8500,"(-10.8040231, -37.1658336)",0.0,
80.0,2.0,2.0,1100,"(-22.9739287, -43.35973320000001)",0.0,"[(35.730931150470916, (24.84255980273382, 26.698728114784938))]"
44.0,1.0,1.0,1400,"(-22.961944, -43.1688829)",0.0,"[(64.04415326191324, (44.699415562012405, 47.66970140909699))]"
96.0,2.0,2.0,2100,"(-23.001445899999997, -43.3715864)",0.0,
38.0,1.0,1.0,1500,"(-22.9279379, -43.236188)",0.0,"[(59.84322994872867, (41.175038565776816, 45.1753565679233))]"
98.0,2.0,2.0,1351,"(-22.9380848, -43.342701)",0.0,"[(41.78984827901959, (28.882699286223403, 31.410268370335224))]"
52.0,1.0,1.0,700,"(-22.844008, -43.2813091)",0.0,"[(64.78549454272235, (45.04325722018174, 48.40876654722252))]"
161.0,2.0,3.0,4297,"(-23.0011303, -43.3608268)",0.0,"[(33.13456591116334, (23.037391097344855, 24.75868212720541))]"
53.0,2.0,2.0,1400,"(-22.9022017, -43.2899906)",0.0,"[(54.52717434708439, (37.47874074045656, 41.20288145049856))]"
180.0,2.0,3.0,5900,"(-22.9282465, -43.170790419174786)",0.0,"[(68.87093507453675, (48.481673801875, 50.81072824613051))]"
74.0,2.0,2.0,1750,"(-22.995434399999997, -43.25830379999999)",0.0,"[(46.858210747503385, (32.57899711154366, 35.013210918697204))]"
49.0,1.0,2.0,500,"(-22.8599788, -43.3430798)",0.0,"[(53.41094206575584, (37.134899082287234, 39.90951745877887))]"
100.0,2.0,3.0,1000,"(-22.907383199999998, -43.2876155)",0.0,"[(54.152760705558, (37.65066156954122, 40.46381631237302))]"
345.0,5.0,3.0,10000,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
70.0,2.0,2.0,900,"(-22.9101087, -43.5646341)",0.0,"[(13.10779519194502, (9.283724770571808, 9.60784679563195))]"
98.0,2.0,3.0,2400,"(-22.9373944, -43.177594)",0.0,"[(67.63828611165299, (47.79399048553634, 49.70213053894221))]"
85.0,2.0,2.0,1350,"(-22.9215236, -43.248205299999995)",0.0,"[(58.362816881046726, (41.175038565776816, 42.958161153546705))]"
550.0,3.0,4.0,21500,"(-23.014923800000002, -43.407209)",0.0,
90.0,2.0,3.0,3800,"(-22.960081, -43.2091516)",0.0,"[(58.40876449224536, (38.854107373133864, 45.45250599472038))]"
150.0,2.0,4.0,4500,"(-22.9662234, -43.382768799999994)",0.0,"[(31.92718061388498, (23.123351511887186, 22.818636139625884))]"
60.0,2.0,2.0,1250,"(-22.920391, -43.3689424)",0.0,"[(40.68108591107585, (28.71077845713874, 29.932138094084152))]"
61.0,1.0,2.0,1200,"(-22.9541885, -43.3820845)",0.0,"[(34.12567318288353, (23.982955657310505, 25.22059783853387))]"
150.0,2.0,3.0,9000,"(-22.9819833, -43.206933)",0.0,"[(52.68747704695337, (38.59622612950687, 37.13802319080811))]"
94.0,,2.0,4500,"(-22.94884465, -43.179829096252966)",0.0,"[(64.42644943155626, (43.92577183113142, 49.05544854308236))]"
402.0,5.0,5.0,10300,"(-22.9454241, -43.18079099640421)",0.0,"[(64.80861326340428, (43.83981141658909, 49.70213053894221))]"
72.0,2.0,2.0,2300,"(-22.933985999999997, -43.1760735)",0.0,"[(66.88731402216183, (46.50458426740137, 49.97927996573928))]"
80.0,2.0,2.0,1500,"(-22.9251523, -43.3478346)",0.0,"[(43.14982606095626, (30.172105504358374, 32.05695036619507))]"
50.0,1.0,2.0,650,"(-22.913748499999997, -43.5973741)",0.0,"[(8.044923490264408, (5.845308188878546, 5.727754820472893))]"
